"Electricity statistics by Region, Technology, Data Type and Year"

"Region","Technology","Data Type","Year",Electricity statistics
"Oceania","Total non-renewable","Electricity Generation (GWh)","2001",226635.95
"Oceania","Total non-renewable","Electricity Generation (GWh)","2002",227874.71
"Oceania","Total non-renewable","Electricity Generation (GWh)","2003",221916.58
"Oceania","Total non-renewable","Electricity Generation (GWh)","2004",227467.71
"Oceania","Total non-renewable","Electricity Generation (GWh)","2005",230090.86
"Oceania","Total non-renewable","Electricity Generation (GWh)","2006",233000.50
"Oceania","Total non-renewable","Electricity Generation (GWh)","2007",243515.15
"Oceania","Total non-renewable","Electricity Generation (GWh)","2008",245346.07
"Oceania","Total non-renewable","Electricity Generation (GWh)","2009",248662.33
"Oceania","Total non-renewable","Electricity Generation (GWh)","2010",250123.68
"Oceania","Total non-renewable","Electricity Generation (GWh)","2011",245542.70
"Oceania","Total non-renewable","Electricity Generation (GWh)","2012",244376.31
"Oceania","Total non-renewable","Electricity Generation (GWh)","2013",235420.52
"Oceania","Total non-renewable","Electricity Generation (GWh)","2014",228743.92
"Oceania","Total non-renewable","Electricity Generation (GWh)","2015",234916.63
"Oceania","Total non-renewable","Electricity Generation (GWh)","2016",234649.50
"Oceania","Total non-renewable","Electricity Generation (GWh)","2017",234271.17
"Oceania","Total non-renewable","Electricity Generation (GWh)","2018",232562.52
"Oceania","Total non-renewable","Electricity Generation (GWh)","2019",228492.29
"Oceania","Total non-renewable","Electricity Generation (GWh)","2020",222171.97
"Oceania","Total non-renewable","Electricity Generation (GWh)","2021",210891.27
"Oceania","Total non-renewable","Electricity Generation (GWh)","2022",202389.33
"Oceania","Total non-renewable","Electricity Generation (GWh)","2023",195652.74
"Oceania","Total non-renewable","Electricity Generation (GWh)","2024",-
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2000",1490.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2001",1490.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2002",1490.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2003",1490.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2004",1416.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2005",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2006",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2007",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2008",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2009",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2010",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2011",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2012",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2013",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2014",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2015",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2016",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2017",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2018",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2019",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2020",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2021",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2022",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2023",810.00
"Oceania","Pumped storage","Electricity Installed Capacity (MW)","2024",810.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2000",360.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2001",370.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2002",177.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2003",216.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2004",221.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2005",303.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2006",103.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2007",178.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2008",148.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2009",67.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2010",47.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2011",113.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2012",104.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2013",154.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2014",83.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2015",121.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2016",297.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2017",248.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2018",217.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2019",365.00
"Oceania","Pumped storage","Electricity Generation (GWh)","2020",385.63
"Oceania","Pumped storage","Electricity Generation (GWh)","2021",439.15
"Oceania","Pumped storage","Electricity Generation (GWh)","2022",713.92
"Oceania","Pumped storage","Electricity Generation (GWh)","2023",895.91
"Oceania","Pumped storage","Electricity Generation (GWh)","2024",-
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2000",40898.87
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2001",41510.30
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2002",44021.93
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2003",45157.22
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2004",45359.88
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2005",44515.37
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2006",44887.16
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2007",47681.50
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2008",48247.09
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2009",50589.13
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2010",53582.41
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2011",54386.44
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2012",54589.34
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2013",54249.53
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2014",55069.43
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2015",60014.25
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2016",57768.14
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2017",55073.64
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2018",55560.83
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2019",55370.41
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2020",56806.18
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2021",57256.09
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2022",57476.57
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2023",57419.50
"Oceania","Fossil fuels","Electricity Installed Capacity (MW)","2024",58853.99
"Oceania","Fossil fuels","Electricity Generation (GWh)","2000",209013.13
"Oceania","Fossil fuels","Electricity Generation (GWh)","2001",226214.95
"Oceania","Fossil fuels","Electricity Generation (GWh)","2002",227597.71
"Oceania","Fossil fuels","Electricity Generation (GWh)","2003",221610.58
"Oceania","Fossil fuels","Electricity Generation (GWh)","2004",227157.71
"Oceania","Fossil fuels","Electricity Generation (GWh)","2005",229706.86
"Oceania","Fossil fuels","Electricity Generation (GWh)","2006",232821.50
"Oceania","Fossil fuels","Electricity Generation (GWh)","2007",243280.15
"Oceania","Fossil fuels","Electricity Generation (GWh)","2008",245138.07
"Oceania","Fossil fuels","Electricity Generation (GWh)","2009",248538.33
"Oceania","Fossil fuels","Electricity Generation (GWh)","2010",250015.68
"Oceania","Fossil fuels","Electricity Generation (GWh)","2011",245379.70
"Oceania","Fossil fuels","Electricity Generation (GWh)","2012",244234.31
"Oceania","Fossil fuels","Electricity Generation (GWh)","2013",235219.52
"Oceania","Fossil fuels","Electricity Generation (GWh)","2014",228609.92
"Oceania","Fossil fuels","Electricity Generation (GWh)","2015",234743.63
"Oceania","Fossil fuels","Electricity Generation (GWh)","2016",234297.50
"Oceania","Fossil fuels","Electricity Generation (GWh)","2017",233973.45
"Oceania","Fossil fuels","Electricity Generation (GWh)","2018",232292.72
"Oceania","Fossil fuels","Electricity Generation (GWh)","2019",228078.67
"Oceania","Fossil fuels","Electricity Generation (GWh)","2020",221743.99
"Oceania","Fossil fuels","Electricity Generation (GWh)","2021",210405.98
"Oceania","Fossil fuels","Electricity Generation (GWh)","2022",201632.91
"Oceania","Fossil fuels","Electricity Generation (GWh)","2023",194721.88
"Oceania","Fossil fuels","Electricity Generation (GWh)","2024",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2000",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2001",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2002",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2003",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2004",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2005",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2006",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2007",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2008",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2009",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2010",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2011",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2012",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2013",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2014",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2015",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2016",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2017",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2018",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2019",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2020",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2021",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2022",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2023",-
"Oceania","Nuclear","Electricity Installed Capacity (MW)","2024",-
"Oceania","Nuclear","Electricity Generation (GWh)","2000",-
"Oceania","Nuclear","Electricity Generation (GWh)","2001",-
"Oceania","Nuclear","Electricity Generation (GWh)","2002",-
"Oceania","Nuclear","Electricity Generation (GWh)","2003",-
"Oceania","Nuclear","Electricity Generation (GWh)","2004",-
"Oceania","Nuclear","Electricity Generation (GWh)","2005",-
"Oceania","Nuclear","Electricity Generation (GWh)","2006",-
"Oceania","Nuclear","Electricity Generation (GWh)","2007",-
"Oceania","Nuclear","Electricity Generation (GWh)","2008",-
"Oceania","Nuclear","Electricity Generation (GWh)","2009",-
"Oceania","Nuclear","Electricity Generation (GWh)","2010",-
"Oceania","Nuclear","Electricity Generation (GWh)","2011",-
"Oceania","Nuclear","Electricity Generation (GWh)","2012",-
"Oceania","Nuclear","Electricity Generation (GWh)","2013",-
"Oceania","Nuclear","Electricity Generation (GWh)","2014",-
"Oceania","Nuclear","Electricity Generation (GWh)","2015",-
"Oceania","Nuclear","Electricity Generation (GWh)","2016",-
"Oceania","Nuclear","Electricity Generation (GWh)","2017",-
"Oceania","Nuclear","Electricity Generation (GWh)","2018",-
"Oceania","Nuclear","Electricity Generation (GWh)","2019",-
"Oceania","Nuclear","Electricity Generation (GWh)","2020",-
"Oceania","Nuclear","Electricity Generation (GWh)","2021",-
"Oceania","Nuclear","Electricity Generation (GWh)","2022",-
"Oceania","Nuclear","Electricity Generation (GWh)","2023",-
"Oceania","Nuclear","Electricity Generation (GWh)","2024",-
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2000",-
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2001",-
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2002",19.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2003",19.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2004",19.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2005",21.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2006",21.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2007",21.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2008",21.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2009",19.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2010",19.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2011",19.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2012",19.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2013",16.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2014",16.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2015",16.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2016",16.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2017",16.00
"Oceania","Other non-renewable energy","Electricity Installed Capacity (MW)","2018",16.00
